TestMode,Network domain,Number of websites,Testing Websites,Total time,Time for each test,Number of testcase
html,www.hhserver.com,4,"['http://www.hhserver.com/Test3.html', 'http://www.hhserver.com/Test2.html', 'http://www.hhserver.com/index.html', 'http://www.hhserver.com/Test1.html']",4.53997802734375,"[1.438405990600586, 1.3905689716339111, 0.009754180908203125, 1.7012429237365723]","[80, 80, 0, 80]"
