TestMode,Network domain,Number of websites,Testing Websites,Total time,Time for each test,Number of testcase
html,www.wufoo.com,56,"['http://www.wufoo.com/html5/', 'http://www.wufoo.com/html5/attributes/04-minmaxstep.html', 'http://www.wufoo.com/html5/elements/6-option.html', 'http://www.wufoo.com/html5/types/5-search.html', 'http://www.wufoo.com/html5/attributes/14-formmethod.html', 'http://www.wufoo.com/html5/attributes/02-autofocus.html', 'http://www.wufoo.com/html5/attributes/24-dirname.html', 'http://www.wufoo.com/html5/types/14-file.html', 'http://www.wufoo.com/html5/elements/4-keygen.html', 'http://www.wufoo.com/html5/attributes/26-selectiondirection.html', 'http://www.wufoo.com/html5/types/11-hidden.html', 'http://www.wufoo.com/html5/example', 'http://www.wufoo.com/html5/types/3-url.html', 'http://www.wufoo.com/html5/attributes/15-formtarget.html', 'http://www.wufoo.com/html5/attributes/08-multiple.html', 'http://www.wufoo.com/html5/attributes/01-placeholder.html', 'http://www.wufoo.com/html5/#types', 'http://www.wufoo.com/html5/elements/1-meter.html', 'http://www.wufoo.com/html5/types/15-radio.html', 'http://www.wufoo.com/html5/#attributes', 'http://www.wufoo.com/html5/attributes/09-required.html', 'http://www.wufoo.com/html5/types/4-date.html', 'http://www.wufoo.com/html5/attributes/30-disabled.html', 'http://www.wufoo.com/html5/attributes/17-spellcheck.html', 'http://www.wufoo.com/html5/attributes/22-form.html', 'http://www.wufoo.com/html5/elements/2-progress.html', 'http://www.wufoo.com/html5/attributes/28-heightwidth.html', 'http://www.wufoo.com/html5/attributes/12-formnovalidate.html', 'http://www.wufoo.com/html5/attributes/31-size.html', 'http://www.wufoo.com/html5/types/6-color.html', 'http://www.wufoo.com/html5/attributes/32-name.html', 'http://www.wufoo.com/html5/attributes/18-minlength.html', 'http://www.wufoo.com/html5/attributes/20-accept.html', 'http://www.wufoo.com/html5/attributes/23-inputmode.html', 'http://www.wufoo.com/html5/types/8-range.html', 'http://www.wufoo.com/html5/attributes/21-readonly.html', 'http://www.wufoo.com/html5/types/7-number.html', 'http://www.wufoo.com/html5/types/16-submit.html', 'http://www.wufoo.com/html5/elements/3-output.html', 'http://www.wufoo.com/html5/types/1-email.html', 'http://www.wufoo.com/html5/types/12-password.html', 'http://www.wufoo.com/html5/attributes/25-autosave.html', 'http://www.wufoo.com/html5/attributes/10-pattern.html', 'http://www.wufoo.com/html5/types/10-button.html', 'http://www.wufoo.com/html5/types/9-text.html', 'http://www.wufoo.com/html5/attributes/13-formaction.html', 'http://www.wufoo.com/html5/types/13-checkbox.html', 'http://www.wufoo.com/html5/attributes/33-checked.html', 'http://www.wufoo.com/html5/types/2-tel.html', 'http://www.wufoo.com/html5/types/17-reset.html', 'http://www.wufoo.com/html5/#elements', 'http://www.wufoo.com/html5/attributes/29-value.html', 'http://www.wufoo.com/html5/elements/5-datalist.html', 'http://www.wufoo.com/html5/attributes/06-autocomplete.html', 'http://www.wufoo.com/html5/elements/7-label.html', 'http://www.wufoo.com/html5/attributes/07-accept.html']",1514.1535758972168,"[31.961364030838013, 23.891913890838623, 24.088064908981323, 23.492035150527954, 29.78217387199402, 17.395498037338257, 18.062448978424072, 23.998767852783203, 23.954509019851685, 17.53003215789795, 18.404732942581177, 75.99481391906738, 23.45448613166809, 18.07196593284607, 23.25051498413086, 23.72005009651184, 30.567935943603516, 0.43817901611328125, 24.4537250995636, 32.48007106781006, 23.37199902534485, 24.120244026184082, 23.48636507987976, 23.300934076309204, 23.46440291404724, 0.44683003425598145, 17.273361921310425, 18.58577299118042, 18.394410848617554, 23.88749408721924, 23.731479167938232, 18.592553853988647, 18.27271604537964, 0.45125889778137207, 23.591970205307007, 18.3520610332489, 23.679903030395508, 18.27122211456299, 23.556841135025024, 23.918009042739868, 25.26388192176819, 18.410186052322388, 25.029237985610962, 18.86909508705139, 136.80184698104858, 0.6237049102783203, 133.3991858959198, 80.70476412773132, 23.511997938156128, 18.530508995056152, 31.051357984542847, 23.21416401863098, 24.086026906967163, 19.437868118286133, 17.57338786125183, 23.902853965759277]","[40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 0, 40, 40, 40, 40, 40, 40, 40, 0, 40, 40, 40, 40, 40, 40, 40, 0, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 0, 40, 40, 40, 40, 40, 40, 40, 40, 40]"
